"FinancialYear","CA","Dataset","DatasetQF","DischargesRate","PatientsRate"
"2013/14","S12000038","SMR01"," ",339.29,192.65
"2013/14","S12000038","SMR04"," ",379.55,264.54
"2013/14","S12000038","Total","d",718.85,439.93
"2013/14","S12000026","SMR01"," ",263.44,188.8
"2013/14","S12000026","SMR04"," ",417.11,267.83
"2013/14","S12000026","Total","d",676.15,421.5
"2013/14","S12000027","SMR01"," ",387.93,301.72
"2013/14","S12000027","SMR04"," ",215.52,172.41
"2013/14","S12000027","Total","d",603.45,387.93
"2013/14","S12000028","SMR01"," ",283.51,194.91
"2013/14","S12000028","SMR04"," ",372.11,287.94
"2013/14","S12000028","Total","d",655.62,460.71
"2013/14","S12000029","SMR01"," ",366.89,179.47
"2013/14","S12000029","SMR04"," ",301.77,223.94
"2013/14","S12000029","Total","d",668.66,387.54
"2013/14","S12000030","SMR01"," ",120.57,76.73
"2013/14","S12000030","SMR04"," ",356.24,268.55
"2013/14","S12000030","Total","d",476.82,328.84
"2013/14","S12000039","SMR01"," ",367.48,183.74
"2013/14","S12000039","SMR04"," ",417.59,311.8
"2013/14","S12000039","Total","d",790.65,473.27
"2013/14","S12000040","SMR01"," ",232.74,167.46
"2013/14","S12000040","SMR04"," ",448.46,300.86
"2013/14","S12000040","Total","d",678.36,442.78
"2014/15","S12000033","SMR01"," ",227.15,163.81
"2014/15","S12000033","SMR04"," ",356.02,242.44
"2014/15","S12000033","Total","d",583.17,393.15
"2014/15","S12000034","SMR01"," ",120.91,94.04
"2014/15","S12000034","SMR04"," ",261.01,174.64
"2014/15","S12000034","Total","d",381.91,262.93
"2014/15","S12000041","SMR01"," ",184.17,115.64
"2014/15","S12000041","SMR04"," ",548.23,364.06
"2014/15","S12000041","Total","d",732.4,466.85
"2014/15","S12000035","SMR01"," ",382.2,245.29
"2014/15","S12000035","SMR04"," ",422.13,290.93
"2014/15","S12000035","Total","d",804.34,496.29
"2014/15","S12000036","SMR01"," ",341.04,180.67
"2014/15","S12000036","SMR04"," ",370.48,239.54
"2014/15","S12000036","Total","d",711.52,403.97
"2014/15","S12000005","SMR01"," ",205.12,117.21
"2014/15","S12000005","SMR04"," ",459.07,312.56
"2014/15","S12000005","Total","d",664.19,420
"2014/15","S12000006","SMR01"," ",366.76,170.05
"2014/15","S12000006","SMR04"," ",476.79,263.4
"2014/15","S12000006","Total","d",840.22,403.44
"2014/15","S12000042","SMR01"," ",276.78,175.52
"2014/15","S12000042","SMR04"," ",482.68,351.04
"2014/15","S12000042","Total","d",756.09,509.69
"2014/15","S12000008","SMR01"," ",270.2,155.57
"2014/15","S12000008","SMR04"," ",266.11,180.14
"2014/15","S12000008","Total","d",536.31,327.52
"2014/15","S12000045","SMR01"," ",257.71,112.45
"2014/15","S12000045","SMR04"," ",267.08,210.85
"2014/15","S12000045","Total","d",524.79,309.25
"2014/15","S12000010","SMR01"," ",239.98,137.13
"2014/15","S12000010","SMR04"," ",352.63,235.09
"2014/15","S12000010","Total","d",597.51,362.43
"2014/15","S12000011","SMR01"," ",324.64,151.5
"2014/15","S12000011","SMR04"," ",238.07,162.32
"2014/15","S12000011","Total","d",562.71,303
"2014/15","S12000014","SMR01"," ",218.78,130
"2014/15","S12000014","SMR04"," ",412.2,285.37
"2014/15","S12000014","Total","d",627.81,399.52
"2014/15","S12000047","SMR01"," ",322.67,196.05
"2014/15","S12000047","SMR04"," ",396.19,253.23
"2014/15","S12000047","Total","d",718.86,430.22
"2014/15","S12000049","SMR01"," ",506.14,229.3
"2014/15","S12000049","SMR04"," ",480.29,351.04
"2014/15","S12000049","Total","d",986.43,556.17
"2014/15","S12000017","SMR01"," ",373.26,193.07
"2014/15","S12000017","SMR04"," ",375.41,285.31
"2014/15","S12000017","Total","d",748.67,461.22
"2014/15","S12000018","SMR01"," ",538.24,287.9
"2014/15","S12000018","SMR04"," ",550.76,413.07
"2014/15","S12000018","Total","d",1089,650.89
"2014/15","S12000019","SMR01"," ",353.75,197.17
"2014/15","S12000019","SMR04"," ",266.76,202.97
"2014/15","S12000019","Total","d",620.51,394.34
"2014/15","S12000020","SMR01"," ",126.62,84.41
"2014/15","S12000020","SMR04"," ",337.66,205.76
"2014/15","S12000020","Total","d",464.28,284.9
"2014/15","S12000013","SMR01"," ",293.58,220.18
"2014/15","S12000013","SMR04"," ",201.83,146.79
"2014/15","S12000013","Total","d",495.41,348.62
"2014/15","S12000021","SMR01"," ",329.72,197.83
"2014/15","S12000021","SMR04"," ",402.99,267.44
"2014/15","S12000021","Total","d",732.71,439.62
"2014/15","S12000050","SMR01"," ",554.73,245.56
"2014/15","S12000050","SMR04"," ",307.69,218.93
"2014/15","S12000050","Total","d",860.95,448.22
"2014/15","S12000023","SMR01"," ",370.71,278.04
"2014/15","S12000023","SMR04"," ",185.36,139.02
"2014/15","S12000023","Total","d",556.07,347.54
"2014/15","S12000048","SMR01"," ",184.65,134.29
"2014/15","S12000048","SMR04"," ",533.81,332.37
"2014/15","S12000048","Total","d",715.1,449.88
"2014/15","S12000038","SMR01"," ",341.5,180.8
"2014/15","S12000038","SMR04"," ",421.86,292.72
"2014/15","S12000038","Total","d",763.36,456.29
"2014/15","S12000026","SMR01"," ",241.14,157.84
"2014/15","S12000026","SMR04"," ",434.06,267.45
"2014/15","S12000026","Total","d",675.2,416.52
"2014/15","S12000027","SMR01"," ",344.53,236.86
"2014/15","S12000027","SMR04"," ",215.33,150.73
"2014/15","S12000027","Total","d",581.4,323
"2014/15","S12000028","SMR01"," ",311.03,199.95
"2014/15","S12000028","SMR04"," ",337.69,248.82
"2014/15","S12000028","Total","d",648.72,426.55
"2014/15","S12000029","SMR01"," ",380.59,191.88
"2014/15","S12000029","SMR04"," ",321.92,242.63
"2014/15","S12000029","Total","d",702.51,418.65
"2014/15","S12000030","SMR01"," ",152.97,98.34
"2014/15","S12000030","SMR04"," ",355.11,245.85
"2014/15","S12000030","Total","d",508.09,338.72
"2014/15","S12000039","SMR01"," ",512.76,222.94
"2014/15","S12000039","SMR04"," ",401.29,306.54
"2014/15","S12000039","Total","d",914.06,501.62
"2014/15","S12000040","SMR01"," ",270.88,191.87
"2014/15","S12000040","SMR04"," ",505.08,304.74
"2014/15","S12000040","Total","d",778.78,465.58
"2015/16","S12000033","SMR01"," ",269.16,195.35
"2015/16","S12000033","SMR04"," ",401.56,262.64
"2015/16","S12000033","Total","d",672.89,451.49
"2015/16","S12000034","SMR01"," ",160.33,112.61
"2015/16","S12000034","SMR04"," ",236.68,167.96
"2015/16","S12000034","Total","d",397.01,274.85
"2015/16","S12000041","SMR01"," ",222.41,132.59
"2015/16","S12000041","SMR04"," ",543.2,342.17
"2015/16","S12000041","Total","d",765.61,453.38
"2015/16","S12000035","SMR01"," ",374.04,270.46
"2015/16","S12000035","SMR04"," ",391.3,247.44
"2015/16","S12000035","Total","d",765.34,489.12
"2015/16","S12000036","SMR01"," ",354.84,190.45
"2015/16","S12000036","SMR04"," ",374.89,242.58
"2015/16","S12000036","Total","d",729.74,416.99
"2015/16","S12000005","SMR01"," ",175.23,107.09
"2015/16","S12000005","SMR04"," ",525.7,350.47
"2015/16","S12000005","Total","d",700.93,438.08
"2015/16","S12000006","SMR01"," ",394.2,193.76
"2015/16","S12000006","SMR04"," ",527.83,247.21
"2015/16","S12000006","Total","d",918.69,410.9
"2015/16","S12000042","SMR01"," ",371.1,215.91
"2015/16","S12000042","SMR04"," ",563.39,401.46
"2015/16","S12000042","Total","d",934.48,593.75
"2015/16","S12000008","SMR01"," ",307.23,176.14
"2015/16","S12000008","SMR04"," ",311.32,221.2
"2015/16","S12000008","Total","d",618.55,380.96
"2015/16","S12000045","SMR01"," ",392.67,154.26
"2015/16","S12000045","SMR04"," ",257.11,191.66
"2015/16","S12000045","Total","d",649.78,336.57
"2015/16","S12000010","SMR01"," ",242.6,135.86
"2015/16","S12000010","SMR04"," ",359.05,247.45
"2015/16","S12000010","Total","d",601.65,363.9
"2015/16","S12000011","SMR01"," ",285.13,134.5
"2015/16","S12000011","SMR04"," ",274.37,177.53
"2015/16","S12000011","Total","d",559.5,306.65
"2015/16","S12000014","SMR01"," ",205.1,126.21
"2015/16","S12000014","SMR04"," ",476.46,309.23
"2015/16","S12000014","Total","d",681.56,416.51
"2015/16","S12000047","SMR01"," ",331.45,192.89
"2015/16","S12000047","SMR04"," ",406.16,260.81
"2015/16","S12000047","Total","d",737.61,436.05
"2015/16","S12000049","SMR01"," ",625.89,255.63
"2015/16","S12000049","SMR04"," ",482.4,343.04
"2015/16","S12000049","Total","d",1108.29,571.46
"2015/16","S12000017","SMR01"," ",367.35,194.35
"2015/16","S12000017","SMR04"," ",405.79,288.33
"2015/16","S12000017","Total","d",773.14,457.05
"2015/16","S12000018","SMR01"," ",597.48,301.89
"2015/16","S12000018","SMR04"," ",509.43,389.94
"2015/16","S12000018","Total","d",1106.92,666.67
"2015/16","S12000019","SMR01"," ",371.9,200.25
"2015/16","S12000019","SMR04"," ",331.85,228.86
"2015/16","S12000019","Total","d",703.74,406.22
"2015/16","S12000020","SMR01"," ",141.35,94.23
"2015/16","S12000020","SMR04"," ",298.4,209.4
"2015/16","S12000020","Total","d",444.98,298.4
"2015/16","S12000013","SMR01"," ",424.82,277.06
"2015/16","S12000013","SMR04"," ",221.65,147.77
"2015/16","S12000013","Total","d",646.47,406.35
"2015/16","S12000021","SMR01"," ",356.28,194.67
"2015/16","S12000021","SMR04"," ",367.3,260.78
"2015/16","S12000021","Total","d",723.57,437.08
"2015/16","S12000050","SMR01"," ",592.74,229.11
"2015/16","S12000050","SMR04"," ",311.89,214.33
"2015/16","S12000050","Total","d",904.63,430.14
"2015/16","S12000023","SMR01"," ",276.88,207.66
"2015/16","S12000023","SMR04"," ",184.59,138.44
"2015/16","S12000023","Total","d",461.47,276.88
"2015/16","S12000048","SMR01"," ",226.77,153.4
"2015/16","S12000048","SMR04"," ",586.94,326.82
"2015/16","S12000048","Total","d",817.05,460.21
"2015/16","S12000038","SMR01"," ",401.01,214.83
"2015/16","S12000038","SMR04"," ",421.06,280.71
"2015/16","S12000038","Total","d",819.2,475.48
"2015/16","S12000026","SMR01"," ",245.55,149.08
"2015/16","S12000026","SMR04"," ",447.25,258.7
"2015/16","S12000026","Total","d",692.8,399.02
"2015/16","S12000027","SMR01"," ",280.17,237.07
"2015/16","S12000027","SMR04"," ",64.66,43.1
"2015/16","S12000027","Total","d",344.83,258.62
"2015/16","S12000028","SMR01"," ",351.42,204.63
"2015/16","S12000028","SMR04"," ",373.67,266.9
"2015/16","S12000028","Total","d",725.09,440.39
"2015/16","S12000029","SMR01"," ",428.49,199.22
"2015/16","S12000029","SMR04"," ",332.04,235.59
"2015/16","S12000029","Total","d",760.52,419
"2015/16","S12000030","SMR01"," ",161.59,113.11
"2015/16","S12000030","SMR04"," ",355.49,253.15
"2015/16","S12000030","Total","d",517.07,344.72
"2015/16","S12000039","SMR01"," ",630.65,239.98
"2015/16","S12000039","SMR04"," ",452.06,323.7
"2015/16","S12000039","Total","d",1077.13,541.36
"2015/16","S12000040","SMR01"," ",277.23,198.82
"2015/16","S12000040","SMR04"," ",467.66,288.43
"2015/16","S12000040","Total","d",744.89,464.86
"2016/17","S12000033","SMR01"," ",284.98,182.74
"2016/17","S12000033","SMR04"," ",369.82,254.52
"2016/17","S12000033","Total","d",654.8,428.56
"2016/17","S12000034","SMR01"," ",183.07,118.23
"2016/17","S12000034","SMR04"," ",211.68,162.1
"2016/17","S12000034","Total","d",394.75,272.7
"2016/17","S12000041","SMR01"," ",300.38,141.61
"2016/17","S12000041","SMR04"," ",562.14,343.29
"2016/17","S12000041","Total","d",862.51,463.44
"2016/17","S12000035","SMR01"," ",447.61,304.14
"2016/17","S12000035","SMR04"," ",344.31,235.28
"2016/17","S12000035","Total","d",791.92,504.99
"2016/17","S12000036","SMR01"," ",320.41,158.72
"2016/17","S12000036","SMR04"," ",383.5,241.54
"2016/17","S12000036","Total","d",703.91,388.43
"2016/17","S12000005","SMR01"," ",243.43,146.06
"2016/17","S12000005","SMR04"," ",525.8,340.8
"2016/17","S12000005","Total","d",769.23,477.12
"2016/17","S12000006","SMR01"," ",468.16,200.64
"2016/17","S12000006","SMR04"," ",538.39,240.77
"2016/17","S12000006","Total","d",1006.55,401.28
"2016/17","S12000042","SMR01"," ",391.18,219.19
"2016/17","S12000042","SMR04"," ",559.79,397.92
"2016/17","S12000042","Total","d",950.97,586.77
"2016/17","S12000008","SMR01"," ",343.7,188.22
"2016/17","S12000008","SMR04"," ",286.42,208.67
"2016/17","S12000008","Total","d",626.02,376.43
"2016/17","S12000045","SMR01"," ",423.1,172.03
"2016/17","S12000045","SMR04"," ",292.91,223.17
"2016/17","S12000045","Total","d",716.01,381.25
"2016/17","S12000010","SMR01"," ",288.21,134.5
"2016/17","S12000010","SMR04"," ",336.25,216.16
"2016/17","S12000010","Total","d",624.46,341.05
"2016/17","S12000011","SMR01"," ",346.44,149.24
"2016/17","S12000011","SMR04"," ",250.51,170.56
"2016/17","S12000011","Total","d",596.95,314.47
"2016/17","S12000014","SMR01"," ",244.7,144.31
"2016/17","S12000014","SMR04"," ",495.67,319.99
"2016/17","S12000014","Total","d",737.23,448.61
"2016/17","S12000047","SMR01"," ",387.49,216.02
"2016/17","S12000047","SMR04"," ",399.64,257.88
"2016/17","S12000047","Total","d",787.14,456.35
"2016/17","S12000049","SMR01"," ",745.44,291.84
"2016/17","S12000049","SMR04"," ",439.79,323.54
"2016/17","S12000049","Total","d",1185.23,590.99
"2016/17","S12000017","SMR01"," ",357.8,198.07
"2016/17","S12000017","SMR04"," ",334.37,264.09
"2016/17","S12000017","Total","d",692.17,442.99
"2016/17","S12000018","SMR01"," ",694.8,334.77
"2016/17","S12000018","SMR04"," ",486.36,372.66
"2016/17","S12000018","Total","d",1181.15,675.85
"2016/17","S12000019","SMR01"," ",344.2,180.57
"2016/17","S12000019","SMR04"," ",259.56,203.14
"2016/17","S12000019","Total","d",609.41,366.78
"2016/17","S12000020","SMR01"," ",171.75,119.7
"2016/17","S12000020","SMR04"," ",239.41,182.16
"2016/17","S12000020","Total","d",411.16,291.45
"2016/17","S12000013","SMR01"," ",427.51,260.22
"2016/17","S12000013","SMR04"," ",204.46,148.7
"2016/17","S12000013","Total","d",613.38,371.75
"2016/17","S12000021","SMR01"," ",482.01,250.2
"2016/17","S12000021","SMR04"," ",375.3,275.96
"2016/17","S12000021","Total","d",857.31,489.37
"2016/17","S12000050","SMR01"," ",598.13,247.5
"2016/17","S12000050","SMR04"," ",331.48,220.98
"2016/17","S12000050","Total","d",929.61,449.34
"2016/17","S12000023","SMR01"," ",160.18,114.42
"2016/17","S12000023","SMR04"," ",137.3,114.42
"2016/17","S12000023","Total","d",297.48,205.95
"2016/17","S12000048","SMR01"," ",232.28,155.96
"2016/17","S12000048","SMR04"," ",574.06,321.87
"2016/17","S12000048","Total","d",806.34,457.92
"2016/17","S12000038","SMR01"," ",477.46,233.05
"2016/17","S12000038","SMR04"," ",429.15,258.63
"2016/17","S12000038","Total","d",906.61,477.46
"2016/17","S12000026","SMR01"," ",235.75,152.8
"2016/17","S12000026","SMR04"," ",410.37,275.04
"2016/17","S12000026","Total","d",646.12,410.37
"2016/17","S12000027","SMR01"," ",323.28,280.17
"2016/17","S12000027","SMR04"," ",107.76,86.21
"2016/17","S12000027","Total","d",431.03,323.28
"2016/17","S12000028","SMR01"," ",400.11,217.84
"2016/17","S12000028","SMR04"," ",337.87,248.96
"2016/17","S12000028","Total","d",733.53,453.45
"2016/17","S12000029","SMR01"," ",484.07,223.9
"2016/17","S12000029","SMR04"," ",321.67,233.36
"2016/17","S12000029","Total","d",805.74,438.35
"2016/17","S12000030","SMR01"," ",197.33,112
"2016/17","S12000030","SMR04"," ",389.33,234.67
"2016/17","S12000030","Total","d",586.67,325.33
"2016/17","S12000039","SMR01"," ",868.02,311.6
"2016/17","S12000039","SMR04"," ",383.93,289.34
"2016/17","S12000039","Total","d",1251.95,573.11
"2016/17","S12000040","SMR01"," ",344.2,241.49
"2016/17","S12000040","SMR04"," ",463.55,269.25
"2016/17","S12000040","Total","d",804.97,480.21
"2017/18","S12000033","SMR01"," ",260.05,172.64
"2017/18","S12000033","SMR04"," ",371.5,262.24
"2017/18","S12000033","Total","d",631.56,421.77
"2017/18","S12000034","SMR01"," ",143.24,99.31
"2017/18","S12000034","SMR04"," ",238.73,168.07
"2017/18","S12000034","Total","d",381.97,257.83
"2017/18","S12000041","SMR01"," ",288.1,154.8
"2017/18","S12000041","SMR04"," ",361.2,275.2
"2017/18","S12000041","Total","d",644.99,408.5
"2017/18","S12000035","SMR01"," ",495.33,305.26
"2017/18","S12000035","SMR04"," ",391.66,259.19
"2017/18","S12000035","Total","d",886.99,524.13
"2017/18","S12000036","SMR01"," ",388.73,178.29
"2017/18","S12000036","SMR04"," ",376.06,229.93
"2017/18","S12000036","Total","d",764.79,390.68
"2017/18","S12000005","SMR01"," ",281.83,174.93
"2017/18","S12000005","SMR04"," ",466.47,320.7
"2017/18","S12000005","Total","d",748.3,456.75
"2017/18","S12000006","SMR01"," ",455.76,197.72
"2017/18","S12000006","SMR04"," ",546.25,254.69
"2017/18","S12000006","Total","d",1002.01,422.25
"2017/18","S12000042","SMR01"," ",447.18,248.81
"2017/18","S12000042","SMR04"," ",537.96,379.93
"2017/18","S12000042","Total","d",981.78,595.12
"2017/18","S12000008","SMR01"," ",319.83,159.91
"2017/18","S12000008","SMR04"," ",258.32,192.72
"2017/18","S12000008","Total","d",574.05,340.33
"2017/18","S12000045","SMR01"," ",453.16,171.09
"2017/18","S12000045","SMR04"," ",268.2,203.46
"2017/18","S12000045","Total","d",721.35,369.93
"2017/18","S12000010","SMR01"," ",357.69,166.92
"2017/18","S12000010","SMR04"," ",338.61,224.15
"2017/18","S12000010","Total","d",696.3,376.76
"2017/18","S12000011","SMR01"," ",374.63,163.57
"2017/18","S12000011","SMR04"," ",216.34,158.29
"2017/18","S12000011","Total","d",590.97,306.04
"2017/18","S12000014","SMR01"," ",281.02,171.74
"2017/18","S12000014","SMR04"," ",443.39,274.78
"2017/18","S12000014","Total","d",721.29,427.78
"2017/18","S12000047","SMR01"," ",551.95,294.82
"2017/18","S12000047","SMR04"," ",426.75,232.9
"2017/18","S12000047","Total","d",977.36,506.18
"2017/18","S12000049","SMR01"," ",780.97,301.12
"2017/18","S12000049","SMR04"," ",453.29,330.1
"2017/18","S12000049","Total","d",1234.26,603.04
"2017/18","S12000017","SMR01"," ",338.04,182.84
"2017/18","S12000017","SMR04"," ",352.92,267.88
"2017/18","S12000017","Total","d",693.09,433.71
"2017/18","S12000018","SMR01"," ",1028.44,393.6
"2017/18","S12000018","SMR04"," ",571.36,399.95
"2017/18","S12000018","Total","d",1599.8,761.81
"2017/18","S12000019","SMR01"," ",366.3,177.6
"2017/18","S12000019","SMR04"," ",283.05,194.25
"2017/18","S12000019","Total","d",649.35,360.75
"2017/18","S12000020","SMR01"," ",276.68,156.61
"2017/18","S12000020","SMR04"," ",229.69,172.27
"2017/18","S12000020","Total","d",506.37,318.44
"2017/18","S12000013","SMR01"," ",575.14,333.95
"2017/18","S12000013","SMR04"," ",222.63,166.98
"2017/18","S12000013","Total","d",797.77,463.82
"2017/18","S12000021","SMR01"," ",456.59,228.29
"2017/18","S12000021","SMR04"," ",320.35,265.12
"2017/18","S12000021","Total","d",780.62,463.95
"2017/18","S12000050","SMR01"," ",698.61,261.8
"2017/18","S12000050","SMR04"," ",300.04,205.91
"2017/18","S12000050","Total","d",998.65,454.47
"2017/18","S12000023","SMR01"," ",340.91,227.27
"2017/18","S12000023","SMR04"," ",181.82,159.09
"2017/18","S12000023","Total","d",522.73,295.45
"2017/18","S12000048","SMR01"," ",327.6,182
"2017/18","S12000048","SMR04"," ",453.34,311.05
"2017/18","S12000048","Total","d",780.94,469.89
"2017/18","S12000038","SMR01"," ",537.24,257.31
"2017/18","S12000038","SMR04"," ",492,271.45
"2017/18","S12000038","Total","d",1032.06,511.79
"2017/18","S12000026","SMR01"," ",352.11,195.62
"2017/18","S12000026","SMR04"," ",395.58,265.17
"2017/18","S12000026","Total","d",743.35,443.4
"2017/18","S12000027","SMR01"," ",389.95,281.63
"2017/18","S12000027","SMR04"," ",108.32,86.66
"2017/18","S12000027","Total","d",498.27,346.62
"2017/18","S12000028","SMR01"," ",492.55,257.37
"2017/18","S12000028","SMR04"," ",328.36,248.49
"2017/18","S12000028","Total","d",820.91,474.8
"2017/18","S12000029","SMR01"," ",488.73,218.44
"2017/18","S12000029","SMR04"," ",311.15,223.15
"2017/18","S12000029","Total","d",798.32,422.73
"2017/18","S12000030","SMR01"," ",223.4,132.98
"2017/18","S12000030","SMR04"," ",430.85,276.6
"2017/18","S12000030","Total","d",648.94,393.62
"2017/18","S12000039","SMR01"," ",848.12,290.15
"2017/18","S12000039","SMR04"," ",457.54,312.47
"2017/18","S12000039","Total","d",1305.66,574.71
"2017/18","S12000040","SMR01"," ",325.41,206.83
"2017/18","S12000040","SMR04"," ",441.23,264.74
"2017/18","S12000040","Total","d",766.64,452.26
"2018/19","S12000033","SMR01"," ",316.4,204.34
"2018/19","S12000033","SMR04"," ",369.13,243.89
"2018/19","S12000033","Total","d",685.53,435.05
"2018/19","S12000034","SMR01"," ",174.02,122.38
"2018/19","S12000034","SMR04"," ",229.47,168.28
"2018/19","S12000034","Total","d",403.49,277.28
"2018/19","S12000041","SMR01"," ",305.93,168.05
"2018/19","S12000041","SMR04"," ",473.97,318.86
"2018/19","S12000041","Total","d",779.9,461.05
"2018/19","S12000035","SMR01"," ",533.27,313.01
"2018/19","S12000035","SMR04"," ",330.4,226.06
"2018/19","S12000035","Total","d",863.67,504.29
"2018/19","S12000036","SMR01"," ",388.62,187.08
"2018/19","S12000036","SMR04"," ",377.05,225.65
"2018/19","S12000036","Total","d",765.67,398.26
"2018/19","S12000005","SMR01"," ",243.19,165.37
"2018/19","S12000005","SMR04"," ",476.65,321.01
"2018/19","S12000005","Total","d",719.84,466.93
"2018/19","S12000006","SMR01"," ",460.38,171.38
"2018/19","S12000006","SMR04"," ",688.89,258.75
"2018/19","S12000006","Total","d",1149.27,393.17
"2018/19","S12000042","SMR01"," ",430.25,272.27
"2018/19","S12000042","SMR04"," ",628.57,440.34
"2018/19","S12000042","Total","d",1062.18,672.27
"2018/19","S12000008","SMR01"," ",377.54,192.88
"2018/19","S12000008","SMR04"," ",262.64,196.98
"2018/19","S12000008","Total","d",640.18,377.54
"2018/19","S12000045","SMR01"," ",396.94,152.31
"2018/19","S12000045","SMR04"," ",304.62,193.85
"2018/19","S12000045","Total","d",701.56,327.7
"2018/19","S12000010","SMR01"," ",397.01,189.05
"2018/19","S12000010","SMR04"," ",321.39,217.41
"2018/19","S12000010","Total","d",718.4,387.56
"2018/19","S12000011","SMR01"," ",420.3,152.36
"2018/19","S12000011","SMR04"," ",278.45,162.87
"2018/19","S12000011","Total","d",698.75,309.97
"2018/19","S12000014","SMR01"," ",327.43,183.98
"2018/19","S12000014","SMR04"," ",445.93,274.42
"2018/19","S12000014","Total","d",773.36,439.69
"2018/19","S12000047","SMR01"," ",567.34,294.43
"2018/19","S12000047","SMR04"," ",447.69,247.37
"2018/19","S12000047","Total","d",1015.03,516.25
"2018/19","S12000049","SMR01"," ",783.03,292.94
"2018/19","S12000049","SMR04"," ",501.27,323.27
"2018/19","S12000049","Total","d",1284.3,589.87
"2018/19","S12000017","SMR01"," ",394.84,212.28
"2018/19","S12000017","SMR04"," ",303.56,237.75
"2018/19","S12000017","Total","d",698.4,424.56
"2018/19","S12000018","SMR01"," ",716.57,326.3
"2018/19","S12000018","SMR04"," ",671.79,447.86
"2018/19","S12000018","Total","d",1388.36,729.37
"2018/19","S12000019","SMR01"," ",366.76,175.17
"2018/19","S12000019","SMR04"," ",262.75,197.07
"2018/19","S12000019","Total","d",629.52,355.81
"2018/19","S12000020","SMR01"," ",266.96,151.8
"2018/19","S12000020","SMR04"," ",282.66,188.44
"2018/19","S12000020","Total","d",544.39,324.54
"2018/19","S12000013","SMR01"," ",577.71,354.08
"2018/19","S12000013","SMR04"," ",298.17,223.63
"2018/19","S12000013","Total","d",857.25,521.8
"2018/19","S12000021","SMR01"," ",432.44,218.07
"2018/19","S12000021","SMR04"," ",358.52,280.9
"2018/19","S12000021","Total","d",790.95,469.4
"2018/19","S12000050","SMR01"," ",739.31,277.79
"2018/19","S12000050","SMR04"," ",295.43,192.55
"2018/19","S12000050","Total","d",1036.22,455.64
"2018/19","S12000023","SMR01"," ",292.92,225.33
"2018/19","S12000023","SMR04"," ",180.26,135.2
"2018/19","S12000023","Total","d",473.19,292.92
"2018/19","S12000048","SMR01"," ",363.54,211.51
"2018/19","S12000048","SMR04"," ",475.91,284.22
"2018/19","S12000048","Total","d",839.45,465.99
"2018/19","S12000038","SMR01"," ",511.84,244.67
"2018/19","S12000038","SMR04"," ",627.14,343.1
"2018/19","S12000038","Total","d",1138.98,570.9
"2018/19","S12000026","SMR01"," ",373.04,169.17
"2018/19","S12000026","SMR04"," ",386.05,247.25
"2018/19","S12000026","Total","d",754.75,403.4
"2018/19","S12000027","SMR01"," ",391.47,326.23
"2018/19","S12000027","SMR04"," ",65.25,65.25
"2018/19","S12000027","Total","d",456.72,369.73
"2018/19","S12000028","SMR01"," ",488.67,275.43
"2018/19","S12000028","SMR04"," ",337.63,257.66
"2018/19","S12000028","Total","d",826.3,502
"2018/19","S12000029","SMR01"," ",619.08,252.34
"2018/19","S12000029","SMR04"," ",316.59,220.99
"2018/19","S12000029","Total","d",934.11,448.25
"2018/19","S12000030","SMR01"," ",275.63,153.72
"2018/19","S12000030","SMR04"," ",318.03,217.32
"2018/19","S12000030","Total","d",593.66,355.14
"2018/19","S12000039","SMR01"," ",847.08,297.32
"2018/19","S12000039","SMR04"," ",353.42,235.61
"2018/19","S12000039","Total","d",1200.49,504.88
"2018/19","S12000040","SMR01"," ",417.26,249.81
"2018/19","S12000040","SMR04"," ",403.54,266.28
"2018/19","S12000040","Total","d",820.8,496.87
"2019/20","S12000033","SMR01"," ",299.56,194.6
"2019/20","S12000033","SMR04"," ",391.39,249.27
"2019/20","S12000033","Total","d",693.14,432.94
"2019/20","S12000034","SMR01"," ",162.7,124.42
"2019/20","S12000034","SMR04"," ",260.33,162.7
"2019/20","S12000034","Total","d",424.95,277.55
"2019/20","S12000041","SMR01"," ",378.66,185.03
"2019/20","S12000041","SMR04"," ",408.78,283.99
"2019/20","S12000041","Total","d",787.44,451.81
"2019/20","S12000035","SMR01"," ",471.64,291.14
"2019/20","S12000035","SMR04"," ",250.38,192.15
"2019/20","S12000035","Total","d",722.02,460
"2019/20","S12000036","SMR01"," ",476.25,205.74
"2019/20","S12000036","SMR04"," ",370.53,236.22
"2019/20","S12000036","Total","d",846.78,426.72
"2019/20","S12000005","SMR01"," ",591.77,232.83
"2019/20","S12000005","SMR04"," ",358.94,252.23
"2019/20","S12000005","Total","d",960.42,455.96
"2019/20","S12000006","SMR01"," ",520.62,191.46
"2019/20","S12000006","SMR04"," ",581.08,272.07
"2019/20","S12000006","Total","d",1101.71,419.86
"2019/20","S12000042","SMR01"," ",508.97,298.02
"2019/20","S12000042","SMR04"," ",572.6,408.52
"2019/20","S12000042","Total","d",1081.57,676.4
"2019/20","S12000008","SMR01"," ",393.41,204.9
"2019/20","S12000008","SMR04"," ",249.98,188.51
"2019/20","S12000008","Total","d",643.39,377.02
"2019/20","S12000045","SMR01"," ",464.84,165.68
"2019/20","S12000045","SMR04"," ",280.74,188.7
"2019/20","S12000045","Total","d",745.58,340.57
"2019/20","S12000010","SMR01"," ",420.21,182.09
"2019/20","S12000010","SMR04"," ",322.16,205.43
